NumDots,UrlLength,NumDash,AtSymbol,IpAddress,HttpsHostname,PathLength,NumChars,Phishing
2,46,2,0,0,0,21,0,0
2,62,5,0,0,0,62,0,0
1,26,0,0,0,0,26,0,0
2,31,0,0,0,0,31,0,0
2,76,0,0,0,0,10,1,0
2,37,1,0,0,0,11,1,0
2,36,0,0,0,0,36,0,0
1,16,0,0,0,0,16,0,0
5,56,1,0,0,0,56,0,0
4,119,0,0,0,0,10,1,0
